Date,Category,Type,Amount (USD),Description
2024-09-12,Groceries,Expense,3696,Random groceries transaction
2024-10-31,Miscellaneous,Expense,2864,Random miscellaneous transaction
2024-03-05,Groceries,Expense,1857,Random groceries transaction
2024-05-18,Freelance Income,Income,891,Random freelance income transaction
2024-10-18,Freelance Income,Income,5143,Random freelance income transaction
2024-05-11,Utilities,Expense,639,Random utilities transaction
2024-04-22,Insurance,Expense,2780,Random insurance transaction
2024-05-27,Transportation,Expense,2811,Random transportation transaction
2024-03-28,Insurance,Expense,4989,Random insurance transaction
2024-07-23,Transportation,Expense,4236,Random transportation transaction
2024-04-18,Loan Payment,Expense,3783,Random loan payment transaction
2024-11-01,Loan Payment,Expense,2907,Random loan payment transaction
2024-10-02,Groceries,Expense,2271,Random groceries transaction
2024-12-26,Entertainment,Expense,947,Random entertainment transaction
2024-10-03,Salary,Income,5059,Random salary transaction
2024-06-20,Savings,Goal,9079,Random savings transaction
2024-09-06,Miscellaneous,Expense,3775,Random miscellaneous transaction
2024-02-27,Entertainment,Expense,3912,Random entertainment transaction
2024-08-18,Miscellaneous,Expense,1510,Random miscellaneous transaction
2024-09-20,Miscellaneous,Expense,2213,Random miscellaneous transaction
2024-05-15,Salary,Income,9592,Random salary transaction
2024-12-29,Groceries,Expense,4176,Random groceries transaction
2024-06-16,Insurance,Expense,936,Random insurance transaction
2024-10-26,Transportation,Expense,3793,Random transportation transaction
2024-08-23,Freelance Income,Income,3753,Random freelance income transaction
2024-08-05,Dining Out,Expense,3134,Random dining out transaction
2024-09-07,Insurance,Expense,157,Random insurance transaction
2024-02-11,Insurance,Expense,680,Random insurance transaction
2024-01-30,Dining Out,Expense,2674,Random dining out transaction
2024-11-23,Groceries,Expense,2572,Random groceries transaction
2024-12-04,Savings,Goal,2424,Random savings transaction
2024-01-03,Groceries,Expense,1540,Random groceries transaction
2024-02-13,Entertainment,Expense,2184,Random entertainment transaction
2024-01-04,Groceries,Expense,2858,Random groceries transaction
2024-12-12,Dining Out,Expense,3922,Random dining out transaction
2024-01-29,Freelance Income,Income,4834,Random freelance income transaction
2024-04-01,Loan Payment,Expense,99,Random loan payment transaction
2025-01-01,Entertainment,Expense,189,Random entertainment transaction
2024-07-24,Insurance,Expense,2946,Random insurance transaction
2024-07-26,Insurance,Expense,2181,Random insurance transaction
2024-01-01,Loan Payment,Expense,2368,Random loan payment transaction
2024-10-10,Transportation,Expense,3459,Random transportation transaction
2024-02-16,Transportation,Expense,3457,Random transportation transaction
2024-02-13,Transportation,Expense,2107,Random transportation transaction
2024-06-01,Freelance Income,Income,5154,Random freelance income transaction
2024-06-09,Loan Payment,Expense,481,Random loan payment transaction
2024-01-23,Rent,Expense,3267,Random rent transaction
2024-05-01,Entertainment,Expense,4763,Random entertainment transaction
2024-06-26,Loan Payment,Expense,1307,Random loan payment transaction
2024-06-09,Salary,Income,4156,Random salary transaction
2024-05-01,Rent,Expense,1337,Random rent transaction
2024-10-25,Rent,Expense,1158,Random rent transaction
2024-11-29,Entertainment,Expense,2136,Random entertainment transaction
2024-09-18,Rent,Expense,2996,Random rent transaction
2024-04-28,Dining Out,Expense,3578,Random dining out transaction
2024-07-16,Rent,Expense,1783,Random rent transaction
2024-01-09,Dining Out,Expense,4678,Random dining out transaction
2024-02-13,Rent,Expense,3043,Random rent transaction
2024-06-10,Loan Payment,Expense,500,Random loan payment transaction
2024-01-30,Freelance Income,Income,8224,Random freelance income transaction
2024-03-25,Utilities,Expense,878,Random utilities transaction
2024-07-09,Freelance Income,Income,8971,Random freelance income transaction
2024-10-01,Loan Payment,Expense,4392,Random loan payment transaction
2024-07-17,Groceries,Expense,2482,Random groceries transaction
2024-10-20,Dining Out,Expense,738,Random dining out transaction
2024-12-12,Transportation,Expense,40,Random transportation transaction
2024-08-07,Savings,Goal,6805,Random savings transaction
2024-05-19,Transportation,Expense,728,Random transportation transaction
2024-08-19,Utilities,Expense,4623,Random utilities transaction
2024-05-04,Groceries,Expense,235,Random groceries transaction
2024-07-24,Loan Payment,Expense,1027,Random loan payment transaction
2024-05-25,Savings,Goal,2719,Random savings transaction
2024-07-01,Rent,Expense,1146,Random rent transaction
2024-05-08,Loan Payment,Expense,4996,Random loan payment transaction
2024-12-20,Insurance,Expense,1086,Random insurance transaction
2024-04-02,Insurance,Expense,2450,Random insurance transaction
2024-01-23,Miscellaneous,Expense,2745,Random miscellaneous transaction
2024-08-13,Freelance Income,Income,6217,Random freelance income transaction
2024-12-27,Utilities,Expense,2885,Random utilities transaction
2024-07-13,Insurance,Expense,3344,Random insurance transaction
2024-02-29,Savings,Goal,3647,Random savings transaction
2024-05-25,Dining Out,Expense,1668,Random dining out transaction
2024-10-03,Entertainment,Expense,1100,Random entertainment transaction
2024-04-08,Transportation,Expense,2288,Random transportation transaction
2024-03-18,Rent,Expense,3083,Random rent transaction
2024-05-12,Salary,Income,7130,Random salary transaction
2024-01-18,Transportation,Expense,1641,Random transportation transaction
2024-02-28,Freelance Income,Income,6837,Random freelance income transaction
2024-10-20,Transportation,Expense,4699,Random transportation transaction
2024-10-05,Utilities,Expense,4534,Random utilities transaction
2024-11-02,Freelance Income,Income,9593,Random freelance income transaction
2024-08-03,Entertainment,Expense,2938,Random entertainment transaction
2024-03-31,Insurance,Expense,4921,Random insurance transaction
2024-04-06,Rent,Expense,423,Random rent transaction
2024-12-15,Savings,Goal,4428,Random savings transaction
2024-11-15,Rent,Expense,1582,Random rent transaction
2024-10-27,Insurance,Expense,247,Random insurance transaction
2024-09-06,Salary,Income,1958,Random salary transaction
2024-04-23,Insurance,Expense,326,Random insurance transaction
2024-06-08,Insurance,Expense,553,Random insurance transaction
2024-10-24,Transportation,Expense,2593,Random transportation transaction
2024-10-30,Salary,Income,5568,Random salary transaction
2024-08-13,Savings,Goal,3337,Random savings transaction
2024-05-19,Transportation,Expense,2355,Random transportation transaction
2024-01-23,Rent,Expense,814,Random rent transaction
2024-04-20,Rent,Expense,659,Random rent transaction
2024-12-08,Transportation,Expense,4734,Random transportation transaction
2024-07-29,Groceries,Expense,2336,Random groceries transaction
2024-04-26,Salary,Income,2900,Random salary transaction
2024-02-24,Utilities,Expense,2429,Random utilities transaction
2024-03-13,Savings,Goal,2123,Random savings transaction
2024-05-26,Rent,Expense,1353,Random rent transaction
2024-12-25,Dining Out,Expense,2869,Random dining out transaction
2024-06-11,Transportation,Expense,2029,Random transportation transaction
2024-03-25,Insurance,Expense,3411,Random insurance transaction
2024-10-31,Utilities,Expense,3142,Random utilities transaction
2024-05-19,Groceries,Expense,379,Random groceries transaction
2024-08-31,Savings,Goal,8795,Random savings transaction
2024-07-28,Groceries,Expense,4278,Random groceries transaction
2024-02-17,Utilities,Expense,356,Random utilities transaction
2024-09-14,Entertainment,Expense,1500,Random entertainment transaction
2024-03-26,Salary,Income,9425,Random salary transaction
2024-08-31,Utilities,Expense,3813,Random utilities transaction
2024-11-24,Freelance Income,Income,8184,Random freelance income transaction
2024-02-12,Insurance,Expense,1106,Random insurance transaction
2024-03-29,Transportation,Expense,3187,Random transportation transaction
2024-01-22,Transportation,Expense,3622,Random transportation transaction
2024-11-20,Rent,Expense,3003,Random rent transaction
2024-10-26,Groceries,Expense,4677,Random groceries transaction
2024-08-13,Miscellaneous,Expense,2988,Random miscellaneous transaction
2024-07-31,Savings,Goal,9489,Random savings transaction
2024-02-22,Miscellaneous,Expense,692,Random miscellaneous transaction
2024-04-27,Insurance,Expense,1100,Random insurance transaction
2024-04-16,Transportation,Expense,3183,Random transportation transaction
2024-09-11,Groceries,Expense,4356,Random groceries transaction
2024-05-01,Insurance,Expense,584,Random insurance transaction
2024-05-04,Salary,Income,345,Random salary transaction
2025-01-01,Savings,Goal,308,Random savings transaction
2024-03-22,Groceries,Expense,4299,Random groceries transaction
2024-08-01,Entertainment,Expense,2717,Random entertainment transaction
2024-08-01,Rent,Expense,2630,Random rent transaction
2024-06-23,Insurance,Expense,1081,Random insurance transaction
2024-10-14,Dining Out,Expense,4287,Random dining out transaction
2024-07-22,Insurance,Expense,2111,Random insurance transaction
2024-09-15,Utilities,Expense,3020,Random utilities transaction
2024-10-04,Insurance,Expense,4475,Random insurance transaction
2024-08-21,Utilities,Expense,954,Random utilities transaction
2024-01-18,Dining Out,Expense,134,Random dining out transaction
2024-12-29,Freelance Income,Income,5067,Random freelance income transaction
2024-06-01,Groceries,Expense,444,Random groceries transaction
2024-05-26,Transportation,Expense,1024,Random transportation transaction
2024-12-10,Rent,Expense,4893,Random rent transaction
2024-10-11,Groceries,Expense,3743,Random groceries transaction
2024-03-16,Transportation,Expense,1649,Random transportation transaction
2024-03-21,Savings,Goal,6137,Random savings transaction
2024-06-25,Miscellaneous,Expense,20,Random miscellaneous transaction
2024-12-18,Insurance,Expense,2981,Random insurance transaction
2024-01-06,Miscellaneous,Expense,2479,Random miscellaneous transaction
2024-01-26,Salary,Income,2192,Random salary transaction
2024-04-14,Salary,Income,3088,Random salary transaction
2024-09-15,Dining Out,Expense,2279,Random dining out transaction
2024-12-02,Miscellaneous,Expense,1063,Random miscellaneous transaction
2024-07-30,Rent,Expense,1858,Random rent transaction
2024-06-08,Insurance,Expense,3028,Random insurance transaction
2024-02-25,Miscellaneous,Expense,2359,Random miscellaneous transaction
2024-10-09,Dining Out,Expense,2207,Random dining out transaction
2024-12-19,Groceries,Expense,1008,Random groceries transaction
2024-02-24,Freelance Income,Income,5790,Random freelance income transaction
2024-12-01,Entertainment,Expense,3778,Random entertainment transaction
2024-04-04,Loan Payment,Expense,2608,Random loan payment transaction
2024-09-30,Salary,Income,7651,Random salary transaction
2024-11-11,Rent,Expense,3564,Random rent transaction
2024-05-30,Insurance,Expense,1622,Random insurance transaction
2024-12-31,Entertainment,Expense,2906,Random entertainment transaction
2024-02-05,Rent,Expense,4027,Random rent transaction
2024-01-14,Miscellaneous,Expense,3587,Random miscellaneous transaction
2024-10-01,Miscellaneous,Expense,4458,Random miscellaneous transaction
2024-03-31,Loan Payment,Expense,4970,Random loan payment transaction
2024-10-17,Loan Payment,Expense,3446,Random loan payment transaction
2024-11-17,Dining Out,Expense,2351,Random dining out transaction
2024-07-23,Entertainment,Expense,2333,Random entertainment transaction
2024-05-17,Rent,Expense,369,Random rent transaction
2024-09-04,Entertainment,Expense,1814,Random entertainment transaction
2024-08-23,Entertainment,Expense,2347,Random entertainment transaction
2024-02-02,Transportation,Expense,4891,Random transportation transaction
2024-08-06,Groceries,Expense,1397,Random groceries transaction
2024-06-21,Freelance Income,Income,2760,Random freelance income transaction
2024-07-19,Loan Payment,Expense,434,Random loan payment transaction
2024-07-11,Salary,Income,7785,Random salary transaction
2024-10-30,Transportation,Expense,4783,Random transportation transaction
2024-07-15,Rent,Expense,3894,Random rent transaction
2024-02-16,Dining Out,Expense,3083,Random dining out transaction
2024-01-24,Salary,Income,2139,Random salary transaction
2024-11-23,Entertainment,Expense,3875,Random entertainment transaction
2024-06-03,Savings,Goal,1495,Random savings transaction
2024-05-07,Insurance,Expense,814,Random insurance transaction
2024-11-04,Miscellaneous,Expense,1265,Random miscellaneous transaction
2024-10-14,Entertainment,Expense,2795,Random entertainment transaction
2024-02-09,Transportation,Expense,2470,Random transportation transaction
2024-12-07,Rent,Expense,3437,Random rent transaction
2024-12-27,Savings,Goal,6973,Random savings transaction
2024-06-24,Savings,Goal,7596,Random savings transaction
2024-03-01,Transportation,Expense,2161,Random transportation transaction
2024-03-21,Insurance,Expense,93,Random insurance transaction
2024-05-24,Entertainment,Expense,4670,Random entertainment transaction
